FIPS,CD,Geographic Name,Geographic Subtype,Total Vote,Democratic,Republican,Independent,Libertarian,Green,Constitution,CA Democratic,CA Republican,Unity,Write-ins,Independent American,Conservative,Working Families,Working Class,State1,State2,State3,State4,State5,State6,State7,State8
fips,cd,name,type,totalvote,vote1,vote2,vote3,vote4,vote5,vote6,vote7,vote8,vote9,vote10,vote11,vote12,vote13,vote14,vote15,vote16,vote17,vote18,vote19,vote20,vote21,vote22
17145,17145_12,Perry,County,7777,1812,5963,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
17147,17147_13,Piatt,County,4570,1778,2790,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
17147,17147_15,Piatt,County,2978,866,2112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17149,17149_15,Pike,County,5981,1086,4895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17151,17151_12,Pope,County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17153,17153_12,Pulaski,County,2009,566,1440,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
17155,17155_14,Putnam,County,1785,789,996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17155,17155_16,Putnam,County,961,294,667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17157,17157_12,Randolph,County,10941,2638,8298,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
17159,17159_12,Richland,County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17161,17161_17,Rock Island,County,47815,26451,21364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17163,17163_12,St. Clair,County,35758,11921,23837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17163,17163_13,St. Clair,County,50695,32883,17753,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
17165,17165_12,Saline,County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17167,17167_13,Sangamon,County,55966,28765,27201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17167,17167_15,Sangamon,County,22578,8074,14504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17169,17169_15,Schuyler,County,2815,674,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17171,17171_15,Scott,County,2070,414,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17173,17173_15,Shelby,County,9649,2042,7607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17175,17175_16,Stark,County,2300,473,1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17177,17177_16,Stephenson,County,4969,1300,3669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17177,17177_17,Stephenson,County,11479,5070,6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17179,17179_16,Tazewell,County,46781,14319,32462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17179,17179_17,Tazewell,County,3998,1204,2794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17181,17181_12,Union,County,7008,1798,5205,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
17183,17183_2,Vermilion,County,18840,5842,12998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17183,17183_15,Vermilion,County,3035,756,2279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17185,17185_12,Wabash,County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17187,17187_15,Warren,County,2178,560,1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17187,17187_17,Warren,County,3677,1540,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17189,17189_12,Washington,County,6000,1058,4942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17191,17191_12,Wayne,County,7265,963,6302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17193,17193_12,White,County,5662,1059,4603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17195,17195_17,Whiteside,County,19837,8732,11105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17197,17197_1,Will,County,79108,28225,50747,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0
17197,17197_2,Will,County,16312,8895,7417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17197,17197_11,Will,County,23625,15462,8131,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
17197,17197_14,Will,County,105948,60524,45326,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0
17199,17199_12,Williamson,County,24969,6741,18203,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
17201,17201_16,Winnebago,County,48913,19276,29637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17201,17201_17,Winnebago,County,36367,20793,15574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17203,17203_16,Woodford,County,16830,3807,13023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18001,18001_3,Adams,County,8967,1850,6840,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18003,18003_3,Allen,County,101177,38656,57109,5412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18005,18005_6,Bartholomew,County,19874,7844,12030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18005,18005_9,Bartholomew,County,2524,506,1934,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18007,18007_4,Benton,County,1968,342,1626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18009,18009_3,Blackford,County,3364,794,2442,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18011,18011_4,Boone,County,24586,9146,15440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18013,18013_9,Brown,County,6375,2089,3982,0,303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18015,18015_4,Carroll,County,6212,1314,4898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18017,18017_2,Cass,County,3829,765,2917,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18017,18017_4,Cass,County,4731,1406,3325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18019,18019_9,Clark,County,36284,13068,22022,0,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18021,18021_8,Clay,County,7645,1636,5741,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18023,18023_4,Clinton,County,7269,1612,5657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18025,18025_8,Crawford,County,3358,994,2250,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18027,18027_8,Daviess,County,6992,1197,5613,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18029,18029_9,Dearborn,County,14275,2630,11351,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18031,18031_9,Decatur,County,8003,1477,6210,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18033,18033_3,DeKalb,County,11741,2728,8377,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18035,18035_5,Delaware,County,29855,12426,17429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18037,18037_8,Dubois,County,13702,3740,9607,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18039,18039_2,Elkhart,County,44335,12722,30608,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18041,18041_6,Fayette,County,6163,1360,4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18043,18043_9,Floyd,County,26864,10465,15739,0,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18045,18045_4,Fountain,County,1965,436,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18045,18045_8,Fountain,County,3017,541,2404,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18047,18047_9,Franklin,County,7355,1247,5967,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18049,18049_2,Fulton,County,5492,1164,4159,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18051,18051_8,Gibson,County,10195,2423,7543,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18053,18053_5,Grant,County,15753,4196,11557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18055,18055_8,Greene,County,9437,2177,6931,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18057,18057_5,Hamilton,County,128904,54630,74274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18059,18059_6,Hancock,County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18061,18061_9,Harrison,County,13917,3354,10217,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18063,18063_4,Hendricks,County,48180,16351,31829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18065,18065_6,Henry,County,13442,3588,9854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18067,18067_4,Howard,County,468,96,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18067,18067_5,Howard,County,24279,7656,16623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18069,18069_3,Huntington,County,11333,2472,8236,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18071,18071_9,Jackson,County,11198,2268,8658,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18073,18073_4,Jasper,County,9206,1942,7264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18075,18075_3,Jay,County,5404,1201,4055,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18077,18077_9,Jefferson,County,9767,3152,6388,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18079,18079_9,Jennings,County,7904,1613,5942,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18081,18081_6,Johnson,County,44617,13763,30854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18083,18083_8,Knox,County,10219,2905,7025,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18085,18085_2,Kosciusko,County,17088,2902,13381,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18085,18085_3,Kosciusko,County,5899,1146,4583,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18087,18087_3,LaGrange,County,6598,1248,5186,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18089,18089_1,Lake,County,133150,74240,58910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18091,18091_1,LaPorte,County,21894,10726,11168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18091,18091_2,LaPorte,County,9877,3220,6279,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18093,18093_9,Lawrence,County,12718,2543,9736,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18095,18095_5,Madison,County,35797,13222,22575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18097,18097_6,Marion,County,48035,18930,29105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18097,18097_7,Marion,County,174584,116870,53487,0,4227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18099,18099_2,Marshall,County,12784,2990,9439,0,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18101,18101_8,Martin,County,3499,722,2630,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18103,18103_2,Miami,County,8452,1708,6410,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18105,18105_9,Monroe,County,40051,24945,14101,0,998,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18107,18107_4,Montgomery,County,9731,2165,7566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18109,18109_4,Morgan,County,21087,4435,16652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18111,18111_4,Newton,County,3975,814,3161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18113,18113_3,Noble,County,11502,2455,8641,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18115,18115_9,Ohio,County,1963,462,1467,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18117,18117_8,Orange,County,1198,404,780,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18119,18119_8,Owen,County,6161,1521,4262,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18121,18121_8,Parke,County,4470,954,3385,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18123,18123_8,Perry,County,6225,2338,3731,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18125,18125_8,Pike,County,3663,868,2709,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18127,18127_1,Porter,County,57874,27542,30332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18129,18129_8,Posey,County,8770,2304,6243,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18131,18131_2,Pulaski,County,3738,747,2882,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18133,18133_4,Putnam,County,9846,2347,7499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18135,18135_3,Randolph,County,4639,1098,3429,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18135,18135_6,Randolph,County,2215,382,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18137,18137_9,Ripley,County,8373,1549,6648,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18139,18139_6,Rush,County,4823,1001,3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18141,18141_2,St. Joseph,County,71569,32739,36869,0,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18143,18143_9,Scott,County,6841,1900,4777,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18145,18145_6,Shelby,County,11438,2841,8597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18147,18147_8,Spencer,County,7593,2230,5214,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18149,18149_2,Starke,County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18151,18151_3,Steuben,County,9657,2490,6838,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18153,18153_8,Sullivan,County,6358,1812,4306,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18155,18155_9,Switzerland,County,2651,659,1922,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18157,18157_4,Tippecanoe,County,38359,18106,20253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18159,18159_5,Tipton,County,5281,1243,4038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18161,18161_6,Union,County,2489,521,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18163,18163_8,Vanderburgh,County,47014,19312,26586,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18165,18165_8,Vermillion,County,5060,1625,3275,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18167,18167_8,Vigo,County,26789,11011,15041,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18169,18169_2,Wabash,County,9788,2100,7337,0,349,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
18171,18171_4,Warren,County,2807,553,2254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18173,18173_8,Warrick,County,20085,6397,13238,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18175,18175_9,Washington,County,3711,1704,1704,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18177,18177_6,Wayne,County,16594,5493,11101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18179,18179_3,Wells,County,9130,1622,7172,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18181,18181_4,White,County,6720,1603,5117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18183,18183_3,Whitley,County,11507,2552,8344,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19001,19001_3,Adair,County,3139,972,2165,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
19003,19003_3,Adams,County,1639,510,1126,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
19005,19005_2,Allamakee,County,5754,1931,3820,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
19007,19007_3,Appanoose,County,4665,1411,3248,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
19009,19009_4,Audubon,County,2323,633,1638,0,0,0,0,0,0,0,1,0,0,0,0,51,0,0,0,0,0,0,0
19011,19011_2,Benton,County,11347,3911,7427,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
19013,19013_2,Black Hawk,County,47158,24337,22772,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0
19015,19015_4,Boone,County,10958,4069,6611,0,0,0,0,0,0,0,8,0,0,0,0,270,0,0,0,0,0,0,0
19017,19017_2,Bremer,County,10986,4418,6562,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
19019,19019_2,Buchanan,County,8165,3128,5028,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
19021,19021_4,Buena Vista,County,4996,1316,3602,0,0,0,0,0,0,0,4,0,0,0,0,74,0,0,0,0,0,0,0
19023,19023_2,Butler,County,6012,1730,4279,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
19025,19025_4,Calhoun,County,3824,882,2846,0,0,0,0,0,0,0,7,0,0,0,0,89,0,0,0,0,0,0,0
19027,19027_4,Carroll,County,7860,1871,5829,0,0,0,0,0,0,0,10,0,0,0,0,150,0,0,0,0,0,0,0
19029,19029_3,Cass,County,5193,1602,3579,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
19031,19031_1,Cedar,County,7900,3132,4762,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
19033,19033_2,Cerro Gordo,County,16813,7670,9133,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
19035,19035_4,Cherokee,County,4452,975,3402,0,0,0,0,0,0,0,2,0,0,0,0,73,0,0,0,0,0,0,0
19037,19037_2,Chickasaw,County,4947,1746,3197,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
19039,19039_3,Clarke,County,3330,1075,2250,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
19041,19041_4,Clay,County,6327,1527,4689,0,0,0,0,0,0,0,5,0,0,0,0,106,0,0,0,0,0,0,0
19043,19043_2,Clayton,County,7375,2526,4844,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
19045,19045_1,Clinton,County,16812,7059,9741,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
19047,19047_4,Crawford,County,4289,918,3267,0,0,0,0,0,0,0,6,0,0,0,0,98,0,0,0,0,0,0,0
19049,19049_3,Dallas,County,44098,21232,22809,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
19051,19051_3,Davis,County,2948,813,2133,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
19053,19053_3,Decatur,County,2731,835,1890,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
19055,19055_2,Delaware,County,7639,2278,5355,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
19057,19057_1,Des Moines,County,13451,5745,7689,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0
19059,19059_4,Dickinson,County,8235,2190,5917,0,0,0,0,0,0,0,6,0,0,0,0,122,0,0,0,0,0,0,0
19061,19061_2,Dubuque,County,38880,17974,20884,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
19063,19063_4,Emmet,County,3290,823,2405,0,0,0,0,0,0,0,2,0,0,0,0,60,0,0,0,0,0,0,0
19065,19065_2,Fayette,County,7544,2825,4714,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
19067,19067_2,Floyd,County,5680,2301,3375,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
19069,19069_4,Franklin,County,3553,863,2627,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
19071,19071_4,Fremont,County,2525,659,1780,0,0,0,0,0,0,0,3,0,0,0,0,83,0,0,0,0,0,0,0
19073,19073_3,Greene,County,3559,1307,2245,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
19075,19075_2,Grundy,County,5368,1503,3860,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
19077,19077_3,Guthrie,County,4999,1632,3359,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
19079,19079_4,Hamilton,County,5612,1654,3808,0,0,0,0,0,0,0,3,0,0,0,0,147,0,0,0,0,0,0,0
19081,19081_4,Hancock,County,4297,1012,3190,0,0,0,0,0,0,0,7,0,0,0,0,88,0,0,0,0,0,0,0
19083,19083_2,Hardin,County,6520,2034,4484,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
19085,19085_4,Harrison,County,5389,1336,3891,0,0,0,0,0,0,0,20,0,0,0,0,142,0,0,0,0,0,0,0
19087,19087_1,Henry,County,6858,2183,4673,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
19089,19089_2,Howard,County,3363,1206,2154,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
19091,19091_4,Humboldt,County,3782,784,2925,0,0,0,0,0,0,0,2,0,0,0,0,71,0,0,0,0,0,0,0
19093,19093_4,Ida,County,2701,491,2169,0,0,0,0,0,0,0,2,0,0,0,0,39,0,0,0,0,0,0,0
19095,19095_1,Iowa,County,7323,2595,4722,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
19097,19097_1,Jackson,County,7587,2729,4853,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
19099,19099_1,Jasper,County,14885,5578,9292,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
19101,19101_1,Jefferson,County,6480,3200,3273,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
19103,19103_1,Johnson,County,63595,45426,18116,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
19105,19105_1,Jones,County,8130,3123,5003,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
19107,19107_1,Keokuk,County,3762,990,2769,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
19109,19109_4,Kossuth,County,6632,1667,4864,0,0,0,0,0,0,0,2,0,0,0,0,99,0,0,0,0,0,0,0
19111,19111_1,Lee,County,11422,4441,6970,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
19113,19113_2,Linn,County,93604,51694,41808,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0
19115,19115_1,Louisa,County,3469,987,2480,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
19117,19117_3,Lucas,County,3416,995,2416,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
19119,19119_4,Lyon,County,4937,523,4368,0,0,0,0,0,0,0,4,0,0,0,0,42,0,0,0,0,0,0,0
19121,19121_3,Madison,County,7487,2491,4983,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
19123,19123_1,Mahaska,County,7945,1864,6072,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
19125,19125_1,Marion,County,14091,4234,9842,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
19127,19127_4,Marshall,County,12159,4629,7256,0,0,0,0,0,0,0,7,0,0,0,0,267,0,0,0,0,0,0,0
19129,19129_4,Mills,County,5494,1500,3841,0,0,0,0,0,0,0,6,0,0,0,0,147,0,0,0,0,0,0,0
19131,19131_2,Mitchell,County,4222,1481,2735,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
19133,19133_4,Monona,County,3226,792,2364,0,0,0,0,0,0,0,7,0,0,0,0,63,0,0,0,0,0,0,0
19135,19135_3,Monroe,County,2905,794,2106,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
19137,19137_3,Montgomery,County,3504,1152,2349,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
19139,19139_1,Muscatine,County,13149,5399,7742,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
19141,19141_4,O'Brien,County,5305,811,4412,0,0,0,0,0,0,0,6,0,0,0,0,76,0,0,0,0,0,0,0
19143,19143_4,Osceola,County,2271,271,1959,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
19145,19145_3,Page,County,5102,1561,3534,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
19147,19147_4,Palo Alto,County,3549,867,2625,0,0,0,0,0,0,0,1,0,0,0,0,56,0,0,0,0,0,0,0
